,UNITDESC,WKD_RATE1,WKD_START1,WKD_END1,WKD_RATE2,WKD_START2,WKD_END2,WKD_RATE3,WKD_START3,WKD_END3,SAT_RATE1,SAT_START1,SAT_END1,SAT_RATE2,SAT_START2,SAT_END2,SAT_RATE3,SAT_START3,SAT_END3,PARKING_TIME_LIMIT
22283,TERRACE ST BETWEEN DEAD END 2 AND TERRY AVE,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,120.0
22284,TERRACE ST BETWEEN TERRY AVE AND BOREN AVE,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,120.0
22285,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,4.0,480,661,5.0,660,1021,2.5,1020.0,1201.0,4.0,480.0,661.0,5.0,660.0,1021.0,2.5,1020.0,1201.0,120.0
22286,TERRY AVE BETWEEN ALDER ST AND TERRACE ST,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,120.0
22288,TERRY AVE BETWEEN CHERRY ST AND COLUMBIA ST,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,120.0
22289,TERRY AVE BETWEEN COLUMBIA ST AND MARION ST,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,
22291,TERRY AVE BETWEEN HOWELL ST AND STEWART ST,1.5,480,661,2.5,660,1081,,,,1.5,480.0,661.0,2.5,660.0,1081.0,,,,135.0
22292,TERRY AVE BETWEEN JAMES ST AND CHERRY ST,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,120.0
22293,TERRY AVE BETWEEN JEFFERSON ST AND JAMES ST,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,
22294,TERRY AVE BETWEEN LENORA ST AND DENNY WAY,1.5,480,661,2.5,660,1081,,,,1.5,480.0,661.0,2.5,660.0,1081.0,,,,240.0
22295,TERRY AVE BETWEEN MADISON ST AND SPRING ST,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,120.0
22296,TERRY AVE BETWEEN MARION ST AND MADISON ST,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,120.0
22297,TERRY AVE BETWEEN OLIVE WAY AND HOWELL ST,1.5,480,661,2.5,660,1081,,,,1.5,480.0,661.0,2.5,660.0,1081.0,,,,30.0
22298,TERRY AVE BETWEEN SENECA ST AND UNIVERSITY ST,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,
22299,TERRY AVE BETWEEN SPRUCE ST AND ALDER ST,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,30.0
22300,TERRY AVE BETWEEN STEWART ST AND VIRGINIA ST,1.5,480,661,2.5,660,1081,,,,1.5,480.0,661.0,2.5,660.0,1081.0,,,,240.0
22301,TERRY AVE BETWEEN TERRACE ST AND JEFFERSON ST,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,120.0
22303,TERRY AVE BETWEEN UNIVERSITY ST AND UNION ST,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,120.0
22304,TERRY AVE BETWEEN VIRGINIA ST AND LENORA ST,1.5,480,661,2.5,660,1081,,,,1.5,480.0,661.0,2.5,660.0,1081.0,,,,240.0
22306,TERRY AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
22307,TERRY AVE N BETWEEN JOHN ST AND THOMAS ST,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
22310,TERRY AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
22311,TERRY AVE N BETWEEN THOMAS ST AND HARRISON ST,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
22319,THOMAS ST BETWEEN 5TH AVE N AND TAYLOR AVE N,1.0,480,661,1.0,660,1081,,,,1.0,480.0,661.0,1.0,660.0,1081.0,,,,
22320,THOMAS ST BETWEEN 6TH AVE N AND AURORA AVE N,1.0,480,661,1.0,660,1081,,,,1.0,480.0,661.0,1.0,660.0,1081.0,,,,600.0
22321,THOMAS ST BETWEEN 8TH AVE N AND 9TH AVE N,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,600.0
22322,THOMAS ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
22323,THOMAS ST BETWEEN AURORA AVE N AND DEXTER AVE N,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,600.0
22324,THOMAS ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,600.0
22325,THOMAS ST BETWEEN DEXTER AVE N AND 8TH AVE N,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
22326,THOMAS ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
22327,THOMAS ST BETWEEN MINOR AVE N AND PONTIUS AVE N,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
22328,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
22329,THOMAS ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
22330,THOMAS ST BETWEEN TAYLOR AVE N AND 6TH AVE N,1.0,480,661,1.0,660,1081,,,,1.0,480.0,661.0,1.0,660.0,1081.0,,,,600.0
22331,THOMAS ST BETWEEN TERRY AVE N AND BOREN AVE N,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,600.0
22332,THOMAS ST BETWEEN WARREN AVE N AND 2ND AVE N,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
22333,THOMAS ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
22334,THOMAS ST BETWEEN YALE AVE N AND EASTLAKE AVE E,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
22366,UNION ST BETWEEN 1ST AVE AND 2ND AVE,3.5,480,661,4.0,660,1021,3.5,1020.0,1201.0,3.5,480.0,661.0,4.0,660.0,1021.0,3.5,1020.0,1201.0,30.0
22367,UNION ST BETWEEN 2ND AVE AND 3RD AVE,3.5,480,661,4.0,660,1021,3.5,1020.0,1201.0,3.5,480.0,661.0,4.0,660.0,1021.0,3.5,1020.0,1201.0,120.0
22368,UNION ST BETWEEN 3RD AVE AND 4TH AVE,3.5,480,661,4.0,660,1021,3.5,1020.0,1201.0,3.5,480.0,661.0,4.0,660.0,1021.0,3.5,1020.0,1201.0,120.0
22369,UNION ST BETWEEN 4TH AVE AND 5TH AVE,3.5,480,661,4.0,660,1021,3.5,1020.0,1201.0,3.5,480.0,661.0,4.0,660.0,1021.0,3.5,1020.0,1201.0,
22370,UNION ST BETWEEN 5TH AVE AND 6TH AVE,3.5,480,661,4.0,660,1021,3.5,1020.0,1201.0,3.5,480.0,661.0,4.0,660.0,1021.0,3.5,1020.0,1201.0,75.0
22371,UNION ST BETWEEN 6TH AVE AND 7TH AVE,3.5,480,661,4.0,660,1021,3.5,1020.0,1201.0,3.5,480.0,661.0,4.0,660.0,1021.0,3.5,1020.0,1201.0,120.0
22375,UNION ST BETWEEN BOREN AVE AND MINOR AVE,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,120.0
22377,UNION ST BETWEEN TERRY AVE AND BOREN AVE,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,120.0
22378,UNION ST BETWEEN WESTERN AVE AND POST AL,3.0,480,661,5.0,660,1021,4.0,1020.0,1201.0,3.0,480.0,661.0,5.0,660.0,1021.0,4.0,1020.0,1201.0,120.0
22391,UNIVERSITY ST BETWEEN 1ST AVE AND 2ND AVE,3.5,480,661,4.0,660,1021,3.5,1020.0,1201.0,3.5,480.0,661.0,4.0,660.0,1021.0,3.5,1020.0,1201.0,120.0
22392,UNIVERSITY ST BETWEEN 2ND AVE AND 3RD AVE,3.5,480,661,4.0,660,1021,3.5,1020.0,1201.0,3.5,480.0,661.0,4.0,660.0,1021.0,3.5,1020.0,1201.0,120.0
22393,UNIVERSITY ST BETWEEN 3RD AVE AND 4TH AVE,3.5,480,661,4.0,660,1021,3.5,1020.0,1201.0,3.5,480.0,661.0,4.0,660.0,1021.0,3.5,1020.0,1201.0,120.0
22394,UNIVERSITY ST BETWEEN 4TH AVE AND 5TH AVE,3.5,480,661,4.0,660,1021,3.5,1020.0,1201.0,3.5,480.0,661.0,4.0,660.0,1021.0,3.5,1020.0,1201.0,120.0
22395,UNIVERSITY ST BETWEEN 5TH AVE AND 6TH AVE,3.5,480,661,4.0,660,1021,3.5,1020.0,1201.0,3.5,480.0,661.0,4.0,660.0,1021.0,3.5,1020.0,1201.0,120.0
22398,UNIVERSITY ST BETWEEN 9TH AVE AND TERRY AVE,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,75.0
22399,UNIVERSITY ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,3.0,480,661,5.0,660,1021,4.0,1020.0,1201.0,3.0,480.0,661.0,5.0,660.0,1021.0,4.0,1020.0,1201.0,120.0
22401,UNIVERSITY ST BETWEEN BOREN AVE AND MINOR AVE,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,120.0
22404,UNIVERSITY ST BETWEEN MINOR AVE AND SUMMIT AVE,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,120.0
22405,UNIVERSITY ST BETWEEN SUMMIT AVE AND BOYLSTON W AVE,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,120.0
22406,UNIVERSITY ST BETWEEN TERRY AVE AND BOREN AVE,4.5,480,661,5.0,660,1021,4.5,1020.0,1201.0,4.5,480.0,661.0,5.0,660.0,1021.0,4.5,1020.0,1201.0,120.0
22413,UNIVERSITY WAY NE BETWEEN NE 40TH ST AND NE CAMPUS EB PY,2.0,480,661,2.5,660,1021,2.5,1020.0,1201.0,2.0,480.0,661.0,2.5,660.0,1021.0,2.5,1020.0,1201.0,120.0
22414,UNIVERSITY WAY NE BETWEEN NE 41ST ST AND NE 42ND ST,2.0,480,661,2.5,660,1021,2.5,1020.0,1201.0,2.0,480.0,661.0,2.5,660.0,1021.0,2.5,1020.0,1201.0,120.0
22415,UNIVERSITY WAY NE BETWEEN NE 42ND ST AND NE 43RD ST,2.0,480,661,2.5,660,1021,2.5,1020.0,1201.0,2.0,480.0,661.0,2.5,660.0,1021.0,2.5,1020.0,1201.0,120.0
22416,UNIVERSITY WAY NE BETWEEN NE 43RD ST AND NE 45TH ST,2.0,480,661,2.5,660,1021,2.5,1020.0,1201.0,2.0,480.0,661.0,2.5,660.0,1021.0,2.5,1020.0,1201.0,120.0
22417,UNIVERSITY WAY NE BETWEEN NE 45TH ST AND NE 47TH ST,2.0,480,661,2.5,660,1021,2.5,1020.0,1201.0,2.0,480.0,661.0,2.5,660.0,1021.0,2.5,1020.0,1201.0,120.0
22418,UNIVERSITY WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,2.0,480,661,2.5,660,1021,2.5,1020.0,1201.0,2.0,480.0,661.0,2.5,660.0,1021.0,2.5,1020.0,1201.0,120.0
22425,UNIVERSITY WAY NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,2.0,480,661,2.5,660,1021,2.5,1020.0,1201.0,2.0,480.0,661.0,2.5,660.0,1021.0,2.5,1020.0,1201.0,75.0
22426,UNIVERSITY WAY NE BETWEEN NE PACIFIC ST AND NE 40TH ST,2.0,480,661,2.5,660,1021,2.5,1020.0,1201.0,2.0,480.0,661.0,2.5,660.0,1021.0,2.5,1020.0,1201.0,120.0
22432,UTAH AVE S BETWEEN S ATLANTIC ST AND S MASSACHUSETTS ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
22437,UTAH AVE S BETWEEN S HOLGATE ST AND S WALKER ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,
22440,UTAH AVE S BETWEEN S LANDER ST AND S FOREST ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
22442,UTAH AVE S BETWEEN S MASSACHUSETTS ST AND S HOLGATE ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,
22443,UTAH AVE S BETWEEN S WALKER ST AND S STACY ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
22453,VALLEY ST BETWEEN 5TH AVE N AND TAYLOR AVE N,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,
22454,VALLEY ST BETWEEN 6TH AVE N AND AURORA AVE N,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,
22455,VALLEY ST BETWEEN AURORA AVE N AND DEXTER AVE N,1.5,480,661,2.0,660,1081,,,,1.5,480.0,661.0,2.0,660.0,1081.0,,,,600.0
22456,VALLEY ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,1.5,480,661,2.0,660,1081,,,,1.5,480.0,661.0,2.0,660.0,1081.0,,,,600.0
22457,VALLEY ST BETWEEN BROAD ST AND TERRY AVE N,1.5,480,661,2.0,660,1081,,,,1.5,480.0,661.0,2.0,660.0,1081.0,,,,600.0
22458,VALLEY ST BETWEEN DEXTER AVE N AND 8TH AVE N,1.5,480,661,2.0,660,1081,,,,1.5,480.0,661.0,2.0,660.0,1081.0,,,,600.0
22459,VALLEY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,1.5,480,661,2.0,660,1081,,,,1.5,480.0,661.0,2.0,660.0,1081.0,,,,600.0
22461,VALLEY ST BETWEEN MINOR AVE N AND YALE AVE N,1.5,480,661,2.0,660,1081,,,,1.5,480.0,661.0,2.0,660.0,1081.0,,,,600.0
22464,VALLEY ST BETWEEN TAYLOR AVE N AND 6TH AVE N,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,
22465,VALLEY ST BETWEEN TERRY AVE N AND LAKE UNION PARK ACCESS RD,1.5,480,661,2.0,660,1081,,,,1.5,480.0,661.0,2.0,660.0,1081.0,,,,600.0
22467,VALLEY ST BETWEEN YALE AVE N AND DEAD END,1.5,480,661,2.0,660,1081,,,,1.5,480.0,661.0,2.0,660.0,1081.0,,,,120.0
22495,VINE ST BETWEEN 1ST AVE AND 2ND AVE,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
22496,VINE ST BETWEEN 2ND AVE AND 3RD AVE,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
22497,VINE ST BETWEEN 3RD AVE AND 4TH AVE,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
22498,VINE ST BETWEEN 4TH AVE AND 5TH AVE,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
22501,VINE ST BETWEEN ELLIOTT AVE AND WESTERN AVE,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
22502,VINE ST BETWEEN WESTERN AVE AND 1ST AVE,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
22504,VIRGINIA ST BETWEEN 1ST AVE AND 2ND AVE,2.5,480,661,3.0,660,1021,2.5,1020.0,1201.0,2.5,480.0,661.0,3.0,660.0,1021.0,2.5,1020.0,1201.0,120.0
22505,VIRGINIA ST BETWEEN 2ND AVE AND 3RD AVE,2.5,480,661,3.0,660,1021,2.5,1020.0,1201.0,2.5,480.0,661.0,3.0,660.0,1021.0,2.5,1020.0,1201.0,120.0
22506,VIRGINIA ST BETWEEN 3RD AVE AND 4TH AVE,2.5,480,661,3.0,660,1021,2.5,1020.0,1201.0,2.5,480.0,661.0,3.0,660.0,1021.0,2.5,1020.0,1201.0,120.0
22507,VIRGINIA ST BETWEEN 4TH AVE AND 5TH AVE,2.5,480,661,3.0,660,1021,2.5,1020.0,1201.0,2.5,480.0,661.0,3.0,660.0,1021.0,2.5,1020.0,1201.0,120.0
22508,VIRGINIA ST BETWEEN 5TH AVE AND 6TH AVE,2.5,480,661,3.0,660,1021,2.5,1020.0,1201.0,2.5,480.0,661.0,3.0,660.0,1021.0,2.5,1020.0,1201.0,120.0
22510,VIRGINIA ST BETWEEN 7TH AVE AND 8TH AVE,3.5,480,661,4.5,660,1021,3.0,1020.0,1201.0,3.5,480.0,661.0,4.5,660.0,1021.0,3.0,1020.0,1201.0,120.0
22512,VIRGINIA ST BETWEEN 9TH AVE AND TERRY AVE,1.5,480,661,2.5,660,1081,,,,1.5,480.0,661.0,2.5,660.0,1081.0,,,,240.0
22513,VIRGINIA ST BETWEEN BOREN AVE AND MINOR AVE,1.5,480,661,2.5,660,1081,,,,1.5,480.0,661.0,2.5,660.0,1081.0,,,,240.0
22516,VIRGINIA ST BETWEEN PIKE PL AND POST AL,2.5,480,661,3.0,660,1021,2.5,1020.0,1201.0,2.5,480.0,661.0,3.0,660.0,1021.0,2.5,1020.0,1201.0,120.0
22517,VIRGINIA ST BETWEEN POST AL AND 1ST AVE,2.5,480,661,3.0,660,1021,2.5,1020.0,1201.0,2.5,480.0,661.0,3.0,660.0,1021.0,2.5,1020.0,1201.0,120.0
22518,VIRGINIA ST BETWEEN TERRY AVE AND FAIRVIEW AVE,1.5,480,661,2.5,660,1081,,,,1.5,480.0,661.0,2.5,660.0,1081.0,,,,240.0
22932,W HARRISON ST BETWEEN 1ST AVE W AND 2ND AVE W,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
22933,W HARRISON ST BETWEEN 2ND AVE W AND 3RD AVE W,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,60.0
22934,W HARRISON ST BETWEEN 3RD AVE W AND 4TH AVE W,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
22936,W HARRISON ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
22988,W JOHN ST BETWEEN 1ST AVE W AND 2ND AVE W,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,60.0
22989,W JOHN ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
23072,W MERCER ST BETWEEN 1ST AVE W AND 2ND AVE W,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
23078,W MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,120.0
23182,W REPUBLICAN ST BETWEEN 1ST AVE W AND 2ND AVE W,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
23186,W REPUBLICAN ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,120.0
23188,W ROY ST BETWEEN 1ST AVE W AND 2ND AVE W,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
23194,W ROY ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
23260,W THOMAS ST BETWEEN 1ST AVE W AND 2ND AVE W,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,
23261,W THOMAS ST BETWEEN 2ND AVE W AND 3RD AVE W,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
23300,WALL ST BETWEEN 1ST AVE AND 2ND AVE,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
23301,WALL ST BETWEEN 2ND AVE AND 3RD AVE,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
23302,WALL ST BETWEEN 3RD AVE AND 4TH AVE,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
23303,WALL ST BETWEEN 4TH AVE AND 5TH AVE,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
23305,WALL ST BETWEEN 6TH AVE AND DENNY WAY,1.5,480,661,2.5,660,1081,,,,1.5,480.0,661.0,2.5,660.0,1081.0,,,,
23307,WALL ST BETWEEN ELLIOTT AVE AND WESTERN AVE,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
23308,WALL ST BETWEEN WESTERN AVE AND 1ST AVE,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
23386,WARREN AVE N BETWEEN DENNY WAY AND JOHN ST,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
23395,WARREN AVE N BETWEEN JOHN ST AND THOMAS ST,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
23399,WARREN AVE N BETWEEN MERCER ST AND ROY ST,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
23405,WARREN AVE N BETWEEN REPUBLICAN ST AND MERCER ST,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
23411,WARREN PL BETWEEN 1ST AVE AND DENNY WAY,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
23544,WESTERN AVE BETWEEN BATTERY ST AND WALL ST,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
23546,WESTERN AVE BETWEEN BELL ST AND BATTERY ST,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
23548,WESTERN AVE BETWEEN BROAD ST AND EAGLE ST,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
23549,WESTERN AVE BETWEEN CEDAR ST AND CLAY ST,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
23550,WESTERN AVE BETWEEN CLAY ST AND BROAD ST,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
23551,WESTERN AVE BETWEEN COLUMBIA ST AND MARION ST,3.0,480,661,5.0,660,1021,4.0,1020.0,1201.0,3.0,480.0,661.0,5.0,660.0,1021.0,4.0,1020.0,1201.0,120.0
23552,WESTERN AVE BETWEEN EAGLE ST AND BAY ST,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
23553,WESTERN AVE BETWEEN LENORA ST AND BLANCHARD ST,2.5,480,661,3.0,660,1021,2.5,1020.0,1201.0,2.5,480.0,661.0,3.0,660.0,1021.0,2.5,1020.0,1201.0,120.0
