,UNITDESC,WKD_RATE1,WKD_START1,WKD_END1,WKD_RATE2,WKD_START2,WKD_END2,WKD_RATE3,WKD_START3,WKD_END3,SAT_RATE1,SAT_START1,SAT_END1,SAT_RATE2,SAT_START2,SAT_END2,SAT_RATE3,SAT_START3,SAT_END3,PARKING_TIME_LIMIT
2,10TH AVE BETWEEN E MADISON ST AND E SENECA ST,2.0,480,661,3.0,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1321.0,120.0
3,10TH AVE BETWEEN E PIKE ST AND E PINE ST,2.0,480,661,3.0,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1321.0,120.0
4,10TH AVE BETWEEN E SENECA ST AND E UNION ST,2.0,480,661,3.0,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1321.0,180.0
7,10TH AVE BETWEEN E UNION ST AND E PIKE ST,2.0,480,661,3.0,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1321.0,120.0
12,10TH AVE E BETWEEN E DENNY WAY AND E JOHN ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
17,10TH AVE E BETWEEN E HARRISON ST AND E REPUBLICAN ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
20,10TH AVE E BETWEEN E JOHN ST AND E THOMAS E ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,
22,10TH AVE E BETWEEN E MERCER ST AND E ROY E ST,2.0,480,661,3.5,660,1021,4.0,1020.0,1321.0,2.0,480.0,661.0,3.5,660.0,1021.0,4.0,1020.0,1321.0,
26,10TH AVE E BETWEEN E REPUBLICAN ST AND E MERCER ST,2.0,480,661,3.5,660,1021,4.0,1020.0,1321.0,2.0,480.0,661.0,3.5,660.0,1021.0,4.0,1020.0,1321.0,
29,10TH AVE E BETWEEN E THOMAS W ST AND E HARRISON ST,2.0,480,661,3.5,660,1021,4.0,1020.0,1321.0,2.0,480.0,661.0,3.5,660.0,1021.0,4.0,1020.0,1321.0,
60,10TH AVE S BETWEEN S JACKSON ST AND S KING ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,
62,10TH AVE S BETWEEN S KING ST AND S WELLER ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
108,11TH AVE BETWEEN E HOWELL ST AND E DENNY WAY,1.5,480,661,2.5,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,2.5,660.0,1021.0,3.0,1020.0,1321.0,240.0
109,11TH AVE BETWEEN E MADISON ST AND E UNION ST,2.0,480,661,3.0,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1321.0,120.0
110,11TH AVE BETWEEN E OLIVE ST AND E HOWELL ST,1.5,480,661,2.5,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,2.5,660.0,1021.0,3.0,1020.0,1321.0,240.0
111,11TH AVE BETWEEN E PIKE ST AND E PINE ST,2.0,480,661,3.0,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1321.0,120.0
112,11TH AVE BETWEEN E PINE ST AND E OLIVE ST,1.5,480,661,2.5,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,2.5,660.0,1021.0,3.0,1020.0,1321.0,240.0
115,11TH AVE BETWEEN E UNION ST AND E PIKE ST,2.0,480,661,3.0,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1321.0,120.0
134,11TH AVE NE BETWEEN DEAD END 1 AND NE 41ST ST,1.0,480,661,1.0,660,1081,,,,1.0,480.0,661.0,1.0,660.0,1081.0,,,,240.0
145,11TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,1.0,480,661,1.0,660,1081,,,,1.0,480.0,661.0,1.0,660.0,1081.0,,,,240.0
146,11TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,1.0,480,661,1.0,660,1081,,,,1.0,480.0,661.0,1.0,660.0,1081.0,,,,240.0
147,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,1.0,480,661,1.0,660,1081,,,,1.0,480.0,661.0,1.0,660.0,1081.0,,,,240.0
245,12TH AVE BETWEEN E BARCLAY CT AND E JAMES CT,1.0,480,661,3.0,660,1021,3.0,1020.0,1201.0,1.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1201.0,120.0
246,12TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,1.0,480,661,3.0,660,1021,3.0,1020.0,1201.0,1.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1201.0,120.0
247,12TH AVE BETWEEN E COLUMBIA ST AND E MARION ST,1.0,480,661,3.0,660,1021,3.0,1020.0,1201.0,1.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1201.0,120.0
249,12TH AVE BETWEEN E HOWELL ST AND E DENNY WAY,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
250,12TH AVE BETWEEN E JAMES CT AND E CHERRY ST,1.0,480,661,3.0,660,1021,3.0,1020.0,1201.0,1.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1201.0,120.0
251,12TH AVE BETWEEN E JEFFERSON ST AND E BARCLAY CT,1.0,480,661,3.0,660,1021,3.0,1020.0,1201.0,1.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1201.0,120.0
252,12TH AVE BETWEEN E MADISON ST AND E PIKE ST,2.0,480,661,3.0,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1321.0,120.0
253,12TH AVE BETWEEN E MARION ST AND E SPRING ST,1.0,480,661,3.0,660,1021,3.0,1020.0,1201.0,1.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1201.0,120.0
254,12TH AVE BETWEEN E OLIVE ST AND E HOWELL ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
255,12TH AVE BETWEEN E PIKE ST AND E PINE ST,2.0,480,661,3.0,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1321.0,120.0
256,12TH AVE BETWEEN E PINE ST AND E OLIVE ST,1.5,480,661,2.5,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,2.5,660.0,1021.0,3.0,1020.0,1321.0,120.0
258,12TH AVE BETWEEN E SPRING ST AND E MADISON ST,1.0,480,661,3.0,660,1021,3.0,1020.0,1201.0,1.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1201.0,120.0
299,12TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,2.0,480,661,2.5,660,1021,2.5,1020.0,1201.0,2.0,480.0,661.0,2.5,660.0,1021.0,2.5,1020.0,1201.0,120.0
300,12TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,2.0,480,661,2.5,660,1021,2.5,1020.0,1201.0,2.0,480.0,661.0,2.5,660.0,1021.0,2.5,1020.0,1201.0,120.0
301,12TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,2.0,480,661,2.5,660,1021,2.5,1020.0,1201.0,2.0,480.0,661.0,2.5,660.0,1021.0,2.5,1020.0,1201.0,120.0
310,12TH AVE NE BETWEEN NE 64TH ST AND NE 65TH ST,0.5,480,661,1.0,660,1021,0.5,1020.0,1201.0,0.5,480.0,661.0,1.0,660.0,1021.0,0.5,1020.0,1201.0,240.0
311,12TH AVE NE BETWEEN NE 65TH ST AND NE 66TH ST,0.5,480,661,1.0,660,1021,0.5,1020.0,1201.0,0.5,480.0,661.0,1.0,660.0,1021.0,0.5,1020.0,1201.0,
334,12TH AVE NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,2.0,480,661,2.5,660,1021,2.5,1020.0,1201.0,2.0,480.0,661.0,2.5,660.0,1021.0,2.5,1020.0,1201.0,120.0
399,12TH AVE S BETWEEN S KING ST AND S WELLER ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,60.0
452,13TH AVE BETWEEN E BARCLAY CT AND E JAMES CT,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
453,13TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
456,13TH AVE BETWEEN E JAMES CT AND E CHERRY ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
457,13TH AVE BETWEEN E JEFFERSON ST AND E BARCLAY CT,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
458,13TH AVE BETWEEN E MADISON ST AND E PIKE ST,2.0,480,661,3.0,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1321.0,120.0
461,13TH AVE BETWEEN E PIKE ST AND E PINE ST,2.0,480,661,3.0,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1321.0,120.0
580,14TH AVE BETWEEN E PIKE ST AND E PINE ST,2.0,480,661,3.0,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1321.0,120.0
585,14TH AVE BETWEEN E UNION ST AND E MADISON ST,2.0,480,661,3.0,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1321.0,120.0
732,15TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,
733,15TH AVE BETWEEN E MADISON ST AND E PINE ST,2.0,480,661,3.0,660,1021,3.0,1020.0,1321.0,2.0,480.0,661.0,3.0,660.0,1021.0,3.0,1020.0,1321.0,120.0
744,15TH AVE E BETWEEN E DENNY WAY AND E JOHN SR ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,90.0
747,15TH AVE E BETWEEN E HARRISON N ST AND E REPUBLICAN S ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,60.0
760,15TH AVE E BETWEEN E REPUBLICAN N ST AND E MERCER S ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,60.0
763,15TH AVE E BETWEEN E THOMAS N ST AND E HARRISON S ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,60.0
764,15TH AVE E BETWEEN E THOMAS S ST AND E THOMAS N ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,60.0
790,15TH AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,2.0,480,661,2.5,660,1021,2.5,1020.0,1201.0,2.0,480.0,661.0,2.5,660.0,1021.0,2.5,1020.0,1201.0,120.0
791,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,2.0,480,661,2.5,660,1021,2.5,1020.0,1201.0,2.0,480.0,661.0,2.5,660.0,1021.0,2.5,1020.0,1201.0,120.0
792,15TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,1.0,480,661,1.0,660,1081,,,,1.0,480.0,661.0,1.0,660.0,1081.0,,,,240.0
793,15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,1.0,480,661,1.0,660,1081,,,,1.0,480.0,661.0,1.0,660.0,1081.0,,,,240.0
825,15TH AVE NE BETWEEN NE BOAT W ST AND NE PACIFIC ST,2.0,480,661,2.5,660,1021,2.5,1020.0,1201.0,2.0,480.0,661.0,2.5,660.0,1021.0,2.5,1020.0,1201.0,120.0
959,16TH AVE BETWEEN E ALDER W ST AND E JEFFERSON ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
960,16TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
964,16TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
1095,17TH AVE BETWEEN E ALDER ST AND E JEFFERSON ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
1096,17TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
1170,17TH AVE NW BETWEEN NW 53RD ST AND BARNES AVE NW,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
1171,17TH AVE NW BETWEEN NW 54TH ST AND NW MARKET ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
1196,17TH AVE NW BETWEEN NW IONE PL AND NW 53RD ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,
1269,18TH AVE BETWEEN E ALDER ST AND E JEFFERSON ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
1270,18TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
1274,18TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,3.0,480,661,3.0,660,1021,1.0,1020.0,1201.0,3.0,480.0,661.0,3.0,660.0,1021.0,1.0,1020.0,1201.0,120.0
1384,19TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
1510,1ST AVE BETWEEN BATTERY ST AND WALL ST,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
1512,1ST AVE BETWEEN BELL ST AND BATTERY ST,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
1513,1ST AVE BETWEEN BLANCHARD ST AND BELL ST,2.5,480,661,3.0,660,1021,2.5,1020.0,1201.0,2.5,480.0,661.0,3.0,660.0,1021.0,2.5,1020.0,1201.0,120.0
1514,1ST AVE BETWEEN BROAD ST AND EAGLE ST,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
1515,1ST AVE BETWEEN CEDAR ST AND CLAY ST,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
1516,1ST AVE BETWEEN CHERRY ST AND COLUMBIA ST,3.0,480,661,5.0,660,1081,,,,3.0,480.0,661.0,5.0,660.0,1081.0,,,,
1517,1ST AVE BETWEEN CLAY ST AND BROAD ST,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
1518,1ST AVE BETWEEN COLUMBIA ST AND MARION ST,3.0,480,661,5.0,660,1021,4.0,1020.0,1201.0,3.0,480.0,661.0,5.0,660.0,1021.0,4.0,1020.0,1201.0,30.0
1519,1ST AVE BETWEEN EAGLE ST AND WARREN PL,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
1520,1ST AVE BETWEEN LENORA ST AND BLANCHARD ST,2.5,480,661,3.0,660,1021,2.5,1020.0,1201.0,2.5,480.0,661.0,3.0,660.0,1021.0,2.5,1020.0,1201.0,120.0
1521,1ST AVE BETWEEN MADISON ST AND SPRING ST,3.0,480,661,5.0,660,1021,4.0,1020.0,1201.0,3.0,480.0,661.0,5.0,660.0,1021.0,4.0,1020.0,1201.0,75.0
1523,1ST AVE BETWEEN PIKE ST AND PINE ST,3.5,480,661,4.0,660,1021,3.5,1020.0,1201.0,3.5,480.0,661.0,4.0,660.0,1021.0,3.5,1020.0,1201.0,75.0
1524,1ST AVE BETWEEN PINE ST AND STEWART ST,3.5,480,661,4.0,660,1021,3.5,1020.0,1201.0,3.5,480.0,661.0,4.0,660.0,1021.0,3.5,1020.0,1201.0,120.0
1525,1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,3.5,480,661,4.0,660,1021,3.5,1020.0,1201.0,3.5,480.0,661.0,4.0,660.0,1021.0,3.5,1020.0,1201.0,75.0
1526,1ST AVE BETWEEN SPRING ST AND SENECA ST,3.0,480,661,5.0,660,1021,4.0,1020.0,1201.0,3.0,480.0,661.0,5.0,660.0,1021.0,4.0,1020.0,1201.0,120.0
1527,1ST AVE BETWEEN STEWART ST AND VIRGINIA ST,2.5,480,661,3.0,660,1021,2.5,1020.0,1201.0,2.5,480.0,661.0,3.0,660.0,1021.0,2.5,1020.0,1201.0,120.0
1528,1ST AVE BETWEEN UNION ST AND PIKE ST,3.5,480,661,4.0,660,1021,3.5,1020.0,1201.0,3.5,480.0,661.0,4.0,660.0,1021.0,3.5,1020.0,1201.0,120.0
1529,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,3.5,480,661,4.0,660,1021,3.5,1020.0,1201.0,3.5,480.0,661.0,4.0,660.0,1021.0,3.5,1020.0,1201.0,120.0
1530,1ST AVE BETWEEN VINE ST AND CEDAR ST,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
1531,1ST AVE BETWEEN VIRGINIA ST AND LENORA ST,2.5,480,661,3.0,660,1021,2.5,1020.0,1201.0,2.5,480.0,661.0,3.0,660.0,1021.0,2.5,1020.0,1201.0,120.0
1532,1ST AVE BETWEEN WALL ST AND VINE ST,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
1533,1ST AVE BETWEEN WARREN PL AND BAY ST,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
1534,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,3.0,480,661,5.0,660,1081,,,,3.0,480.0,661.0,5.0,660.0,1081.0,,,,
1543,1ST AVE N BETWEEN DENNY WAY AND JOHN ST,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
1549,1ST AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
1554,1ST AVE N BETWEEN JOHN ST AND THOMAS ST,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
1559,1ST AVE N BETWEEN MERCER ST AND ROY ST,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,120.0
1566,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,120.0
1569,1ST AVE N BETWEEN THOMAS ST AND HARRISON ST,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
1625,1ST AVE NE BETWEEN WOODLAWN S AVE NE AND EAST GREEN LAKE WAY N,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,60.0
1704,1ST AVE S BETWEEN RAILROAD S WAY S AND S ROYAL BROUGHAM WAY,2.5,480,661,5.0,660,1081,,,,2.5,480.0,661.0,5.0,660.0,1081.0,,,,120.0
1706,1ST AVE S BETWEEN S ATLANTIC ST AND S MASSACHUSETTS ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
1714,1ST AVE S BETWEEN S FOREST ST AND S HANFORD ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,90.0
1716,1ST AVE S BETWEEN S HANFORD ST AND S HORTON ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,180.0
1717,1ST AVE S BETWEEN S HOLGATE ST AND S WALKER ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,60.0
1720,1ST AVE S BETWEEN S JACKSON ST AND S KING ST,2.5,480,661,5.0,660,1081,,,,2.5,480.0,661.0,5.0,660.0,1081.0,,,,120.0
1721,1ST AVE S BETWEEN S KING ST AND RAILROAD N WAY S,2.5,480,661,5.0,660,1081,,,,2.5,480.0,661.0,5.0,660.0,1081.0,,,,120.0
1722,1ST AVE S BETWEEN S LANDER ST AND S FOREST ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,90.0
1724,1ST AVE S BETWEEN S MAIN ST AND S JACKSON ST,3.0,480,661,5.0,660,1081,,,,3.0,480.0,661.0,5.0,660.0,1081.0,,,,120.0
1725,1ST AVE S BETWEEN S MASSACHUSETTS ST AND S HOLGATE ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
1730,1ST AVE S BETWEEN S ROYAL BROUGHAM WAY AND S ATLANTIC ST,2.5,480,661,5.0,660,1081,,,,2.5,480.0,661.0,5.0,660.0,1081.0,,,,120.0
1733,1ST AVE S BETWEEN S STACY ST AND S LANDER ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,90.0
1734,1ST AVE S BETWEEN S WALKER ST AND S STACY ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,60.0
1735,1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,3.0,480,661,5.0,660,1081,,,,3.0,480.0,661.0,5.0,660.0,1081.0,,,,120.0
1738,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,3.0,480,661,5.0,660,1081,,,,3.0,480.0,661.0,5.0,660.0,1081.0,,,,
1749,1ST AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
1752,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
1757,1ST AVE W BETWEEN W MERCER ST AND W ROY ST,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
1762,1ST AVE W BETWEEN W REPUBLICAN ST AND W MERCER ST,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,120.0
1765,1ST AVE W BETWEEN W THOMAS ST AND W HARRISON ST,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
1766,1ST AVE W BETWEEN WESTERN AVE W AND W JOHN ST,1.0,480,661,1.5,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,1.5,660.0,1021.0,1.5,1020.0,1201.0,240.0
1861,20TH AVE NW BETWEEN BALLARD AVE NW AND LEARY AVE NW,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
1863,20TH AVE NW BETWEEN LEARY AVE NW AND RUSSELL AVE NW,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
1864,20TH AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,90.0
1882,20TH AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,0.5,480,661,1.0,660,1021,1.0,1020.0,1201.0,0.5,480.0,661.0,1.0,660.0,1021.0,1.0,1020.0,1201.0,240.0
1883,20TH AVE NW BETWEEN RUSSELL AVE NW AND NW MARKET ST,0.5,480,661,1.0,660,1021,1.0,1020.0,1201.0,0.5,480.0,661.0,1.0,660.0,1021.0,1.0,1020.0,1201.0,240.0
1884,20TH AVE NW BETWEEN SHILSHOLE AVE NW AND BALLARD AVE NW,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,
2132,22ND AVE NW BETWEEN BALLARD AVE NW AND NW MARKET ST,1.0,480,661,2.0,660,1021,3.0,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,3.0,1020.0,1201.0,120.0
2133,22ND AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,0.5,480,661,1.0,660,1021,1.0,1020.0,1201.0,0.5,480.0,661.0,1.0,660.0,1021.0,1.0,1020.0,1201.0,240.0
2153,22ND AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,1.0,480,661,2.0,660,1021,3.0,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,3.0,1020.0,1201.0,75.0
